assistedflash,assister_name,assister_player_name,assister_steamid,attacker_name,attacker_player_name,attacker_steamid,attackerblind,attackerinair,distance,dmg_armor,dmg_health,dominated,headshot,hitgroup,noreplay,noscope,penetrated,revenge,round_start_time,round_win_status,thrusmoke,tick,user_name,user_player_name,user_steamid,weapon,weapon_fauxitemid,weapon_itemid,weapon_originalowner_xuid,wipe
False,,,,xfl0ud,xfl0ud,76561198178209109,True,False,22.116255,0,118,0,True,head,False,False,0,0,3341.1562,0,True,160965,ewjerkz,ewjerkz,76561198262460262,m4a1_silencer,17293822569169354812,46463418980,,0
True,r1nkle,r1nkle,76561198294381090,xKacpersky,xKacpersky,76561198362964332,False,False,7.6322823,16,110,0,True,head,False,False,0,0,3341.1562,0,False,161198,LNZ,LNZ,76561198104626893,ak47,17293822569163063303,44886265833,,0
False,LNZ,LNZ,76561198104626893,xfl0ud,xfl0ud,76561198178209109,False,False,15.07083,6,30,0,False,stomach,False,False,0,0,3341.1562,0,False,161233,xKacpersky,xKacpersky,76561198362964332,m4a1_silencer,17293822569169354812,46463418980,,0
False,,,,xfl0ud,xfl0ud,76561198178209109,False,False,18.461031,18,84,0,True,head,False,False,0,0,3341.1562,0,False,161297,Snappi,Snappi,76561197989423065,m4a1_silencer,17293822569169354812,46463418980,,0
False,ewjerkz,ewjerkz,76561198262460262,r1nkle,r1nkle,76561198294381090,False,False,21.72181,13,89,0,True,head,False,False,0,0,3341.1562,0,True,161319,xfl0ud,xfl0ud,76561198178209109,galilar,17293822569130754061,39742603360,,0
False,nilo,nilo,76561198161056567,yxngstxr,yxngstxr,76561199137143905,False,False,33.777313,4,21,0,False,right_arm,False,False,0,0,3341.1562,0,False,162039,r1nkle,r1nkle,76561198294381090,m4a1,17293822569102704656,0,,0
False,,,,LNZ,LNZ,76561198104626893,False,False,14.296234,5,24,0,False,right_arm,False,False,0,0,3396.5625,0,False,166791,sjuush,sjuush,76561198160709585,m4a1_silencer,17293822569167192124,40863454392,,0
True,Snappi,Snappi,76561197989423065,xKacpersky,xKacpersky,76561198362964332,False,False,12.226856,15,109,0,True,head,False,False,0,0,3396.5625,0,False,166844,LNZ,LNZ,76561198104626893,ak47,17293822569163063303,44886265833,,0
False,,,,Alkaren,Alkaren,76561199079856901,False,False,26.151367,1,109,0,False,chest,False,False,0,0,3396.5625,0,False,167001,Snappi,Snappi,76561197989423065,awp,17293822569154347017,45281165957,,0
False,,,,xKacpersky,xKacpersky,76561198362964332,False,False,12.601821,0,19,0,False,right_leg,False,False,0,0,3396.5625,0,True,167321,Alkaren,Alkaren,76561199079856901,glock,17293822569105195012,45120848687,,0
False,r1nkle,r1nkle,76561198294381090,ewjerkz,ewjerkz,76561198262460262,False,False,14.324288,3,22,0,False,chest,False,False,0,0,3396.5625,0,False,167327,xfl0ud,xfl0ud,76561198178209109,galilar,17293822569102704653,38137582783,,0
False,,,,r1nkle,r1nkle,76561198294381090,False,False,34.368725,0,25,0,False,left_leg,False,False,0,0,3396.5625,0,False,168506,yxngstxr,yxngstxr,76561199137143905,ak47,17293822569114501127,47310981865,,0
False,,,,nilo,nilo,76561198161056567,False,False,36.72717,0,135,0,True,head,False,False,0,0,3396.5625,0,False,170770,xKacpersky,xKacpersky,76561198362964332,ak47,17293822569114501127,47310981865,,0
False,,,,yxngstxr,yxngstxr,76561199137143905,False,False,12.168049,5,25,0,False,chest,False,False,0,0,3538.1094,0,False,173637,ewjerkz,ewjerkz,76561198262460262,m4a1_silencer,17293822569102704700,0,,0
False,ewjerkz,ewjerkz,76561198262460262,xKacpersky,xKacpersky,76561198362964332,False,False,13.758134,8,56,0,True,head,False,False,1,0,3538.1094,0,False,173665,yxngstxr,yxngstxr,76561199137143905,ak47,17293822569163063303,44886265833,,0
False,,,,nilo,nilo,76561198161056567,False,False,29.48289,4,33,0,False,stomach,False,False,0,0,3538.1094,0,False,173795,xKacpersky,xKacpersky,76561198362964332,ak47,17293822569114501127,47310981865,,0
False,,,,Alkaren,Alkaren,76561199079856901,False,False,50.59662,1,107,0,False,chest,False,False,0,0,3538.1094,0,False,175015,r1nkle,r1nkle,76561198294381090,awp,17293822569181741065,45325844497,,0
False,,,,xfl0ud,xfl0ud,76561198178209109,False,False,26.851505,6,29,0,False,stomach,False,False,0,0,3538.1094,0,False,175459,sjuush,sjuush,76561198160709585,m4a1_silencer,17293822569169354812,46463418980,,0
False,nilo,nilo,76561198161056567,xfl0ud,xfl0ud,76561198178209109,False,False,14.053666,18,86,0,True,head,False,False,0,0,3538.1094,0,False,175586,Snappi,Snappi,76561197989423065,m4a1_silencer,17293822569169354812,46463418980,,0
